(Parent) ASIN,(Child) ASIN,Title,Sessions,Session Percentage,Page Views,Page Views Percentage,Featured Offer (Buy Box) Percentage,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07HGFY8PX,B07HGDKKRR,"Kasentex Cozy Soft 100% Cotton Stone-Washed All Season Decorative Throw Blanket Knitted with Fringes for Couch, Sofa, Bed, wrap-Around, Indoor/Outdoor(Blue, 60x50in, Knitted Crosshatch Design)",262,0.01%,327,0.01%,92.35%,7,0,2.67%,0.00%,$216.50,$0.00,7,0
B07X2ZDLV9,B07M62CRWJ,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Lavish Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Light Blue, Twin + 2 Shams 80x106+20x26 x2)","2,020",0.07%,"2,466",0.07%,97.93%,8,0,0.40%,0.00%,$565.29,$0.00,7,0
B07X26VPWS,B07M9SKKXP,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Yellow, Oversize Twin Set)",268,0.01%,326,0.01%,96.32%,7,0,2.61%,0.00%,$490.00,$0.00,7,0
B07N6SKFQJ,B07MD6HDCQ,"KASENTEX Luxury Reversible Quilt Set with Contemporary Horizontal Chevron Design, Microfiber Soft Bedding with Shams(Grey, King Size 104x90in + 2 King Shams 36x20in)",865,0.03%,"1,047",0.03%,94.65%,7,0,0.81%,0.00%,$405.53,$0.00,7,0
B07X2ZDLV9,B07MDDLW7Q,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Lavish Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Light Blue, Queen + 2 Shams 102x106+20x26 x2)",653,0.02%,801,0.02%,98.88%,7,0,1.07%,0.00%,$594.33,$0.00,7,0
B07N6SKFQJ,B07MNHGSV8,"KASENTEX Quilt Set with Contemporary Diamond Patterned Design, Microfiber Soft & Warm Bedding with Shams(Brown, King Size 104x90in + 2 King Shams 36x20in)",412,0.02%,520,0.01%,97.50%,7,0,1.70%,0.00%,$436.80,$0.00,7,0
B07X57NFZB,B07QBW6RQX,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Purple, Weighted Blanket 20 lb - 60x80)",151,0.01%,205,0.01%,90.24%,7,0,4.64%,0.00%,$632.67,$0.00,7,0
B07X1LC6MR,B07WPW729J,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties King Duvet Cover Set with Two King Shams, Pink","1,010",0.04%,"1,123",0.03%,96.17%,7,0,0.69%,0.00%,$260.68,$0.00,7,0
B07X1LC6MR,B07X2L5LBK,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Closure & Corner Ties King Duvet Cover Set with Two King Shams, Dark Blue",558,0.02%,615,0.02%,97.56%,7,0,1.25%,0.00%,$268.56,$0.00,7,0
B07X1LC6MR,B07X3NQSSK,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Twin Duvet Cover Set with One Standard Sham, Light Grey",804,0.03%,935,0.03%,94.97%,7,0,0.87%,0.00%,$209.24,$0.00,7,0
B088ZGT8GM,B088XTRP67,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, One Standard Sham 20x26, Diamond Motif Blue/Ivory",105,0.00%,146,0.00%,95.21%,6,0,5.71%,0.00%,$217.77,$0.00,7,0
B08J5FRVTP,B08J5W91LF,"KASENTEX Down Duvet Insert Quilted White Comforter, Plush Cotton with Blue Piped Edge, White Goose Down and Feather Fill - 700 Fill Power 42oz, Machine Washable and Warm Bedding, Twin/Twin XL Size",639,0.02%,715,0.02%,96.78%,7,1,1.10%,0.16%,$971.63,$138.59,7,1
B08J5FRVTP,B08J627QC9,"KASENTEX Down Duvet Insert Quilted White Comforter, Plush Cotton with Blue Piped Edge, White Goose Down and Feather Fill - 700 Fill Power 65oz, Machine Washable and Warm Bedding, King Size",516,0.02%,585,0.02%,98.29%,7,0,1.36%,0.00%,"$1,261.09",$0.00,7,0
B07Q646L5M,B07GL45NY3,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Blush Pink Floral, King + 2 Shams)",292,0.01%,371,0.01%,97.57%,6,0,2.05%,0.00%,$279.21,$0.00,6,0
B07YZZZWCD,B07GL7SBH8,"KASENTEX Quilted Coverlet Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design, King + 2 Shams, Blush Pink Star","1,242",0.05%,"1,541",0.04%,31.99%,6,1,0.48%,0.08%,$273.54,$44.99,6,1
B0992LWXR7,B07HNKC98L,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, King, Quartz Silver/Pebble Grey",0,0.00%,0,0.00%,0.00%,6,1,0.00%,0.00%,$389.29,$64.34,6,1
B08XN2H34P,B07HPFSDDL,"KASENTEX Quilted Fitted Mattress Pad & Protector Queen Size with 18 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy & Ultra Soft - Breathable",38,0.00%,50,0.00%,100.00%,7,0,18.42%,0.00%,$397.58,$0.00,6,0
B07ZRCPVZL,B07MD6JVR3,"KASENTEX Quilt Set with Contemporary Grid Abstract Pattern Design, Cationic Polyester Fabric Soft & Warm Bedding with Sham(s) (Silver Grey, Queen + 2 Shams)",243,0.01%,292,0.01%,93.15%,6,0,2.47%,0.00%,$370.86,$0.00,6,0
B07X26VPWS,B07MDDKF89,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Shams - 100% Cotton Soft and Plush Solid Color Reversible Bedspread (Blue, Oversize Twin Set)","2,206",0.08%,"2,723",0.08%,98.68%,6,0,0.27%,0.00%,$418.77,$0.00,6,0
B07Q646L5M,B07MDY37FL,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Blush Pink Floral, Oversized Queen + 2 Shams)",499,0.02%,574,0.02%,98.78%,6,0,1.20%,0.00%,$297.94,$0.00,6,0
B07ZRCPVZL,B07MGZ42R3,"KASENTEX Quilt Set with Contemporary Plaid Abstract Pattern Design, Cationic Polyester Fabric Soft & Warm Bedding with Sham(s) (Chambray Blue, Queen + 2 Shams)",275,0.01%,357,0.01%,96.36%,6,0,2.18%,0.00%,$363.54,$0.00,6,0
B07N6SKFQJ,B07MGZ46K2,"KASENTEX Quilt Set Queen Size Bedspread with Chic Geometric Diamond Pattern Design, Microfiber Soft & Warm Bedding with Shams(Traditional Blue, Queen 90x90in + 2 Shams 26x20in)",549,0.02%,668,0.02%,93.56%,6,0,1.09%,0.00%,$371.93,$0.00,6,0
B07X21XMNM,B07MNN98PQ,"KASENTEX All Season Quilted Comforter Set Chic Modern Printed Pattern Down Alternative Fill 2-Piece with Stylish Boarder Trim Design(Multi Blue, Twin + 1 Standard Sham)","2,145",0.08%,"2,545",0.07%,95.36%,6,0,0.28%,0.00%,$318.52,$0.00,6,0
B0992LWXR7,B07X1V1MDS,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Rose/Beige, Queen Set)",0,0.00%,0,0.00%,0.00%,6,0,0.00%,0.00%,$335.94,$0.00,6,0
B07X1LC6MR,B07X2L4P7C,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Twin Duvet Cover Set with One Standard Sham, Grey",890,0.03%,"1,016",0.03%,97.54%,6,0,0.67%,0.00%,$183.04,$0.00,6,0
B07X1LC6MR,B07X2L5T1W,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties King Duvet Cover Set with Two King Shams, Purple",59,0.00%,69,0.00%,98.55%,6,0,10.17%,0.00%,$227.48,$0.00,6,0
B07HGFY8PX,B07X7P3MNM,"Kasentex Cozy Soft 100% Cotton Stone-Washed All Season Decorative Throw Blanket Knitted with Fringes for Couch, Sofa, Bed, Wrap-Around, Indoor/Outdoor(Pink, 60x50in, Knitted Crosshatch Design)",537,0.02%,665,0.02%,93.23%,6,0,1.12%,0.00%,$184.08,$0.00,6,0
B07JM78NHR,B07ZGXJJQK,"KASENTEX Luxurious White Down Comforter Duvet Insert, Poly Cotton Shell Down Proof, 750 Fill Power Optimum White Down Comforter, Twin Size","1,271",0.05%,"1,491",0.04%,73.44%,6,0,0.47%,0.00%,$660.43,$0.00,6,0
B083HS7FGB,B083HRCGWM,"KASENTEX Luxury Goose Down Alternative Comforter Set with Plush Microfiber Stripe Design, Reversible and Machine Washable (Oxford Blue, Twin Set)",247,0.01%,318,0.01%,97.48%,6,0,2.43%,0.00%,$293.41,$0.00,6,0
B097YQXWHH,B097CJDDKT,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Blue Set of 6",49,0.00%,57,0.00%,96.49%,6,0,12.24%,0.00%,$335.94,$0.00,6,0
B07L5HFCDZ,B07DQH8GJ2,"KASENTEX Stone Washed Quilted Coverlet Set with 2 Standard Sham, 100% Cotton Ultra Soft Bedspread Traditional Country Chic Floral Embroidery Patterned, King, Clay Brown",579,0.02%,763,0.02%,44.04%,5,2,0.86%,0.35%,$584.31,$228.96,5,2
B084R77S4V,B07FCDHHG4,"KASENTEX Stone-Washed Country-Chic 100% Cotton Polyester Fill Pillow, Traditional Floral Embroidery Patterned, 18""x18"", Chambray Blue",229,0.01%,288,0.01%,80.21%,7,0,3.06%,0.00%,$202.93,$0.00,5,0
B07YZZZWCD,B07GL4ZJQB,"KASENTEX Quilted Coverlet Set - Pre Washed - Luxury Microfiber Soft Warm Bedding - Solid Colors Bedspread - Contemporary Star Design, King + 2 Shams, Flint Grey",160,0.01%,174,0.01%,96.55%,5,0,3.13%,0.00%,$224.95,$0.00,5,0
B07YZZZWCD,B07GL6VY9X,"KASENTEX Quilted Coverlet Set - Pre Washed - Luxury Microfiber Soft Warm Bedding - Solid Colors Bedspread - Contemporary Design, Queen + 2 Shams, Blush Pink Star",476,0.02%,584,0.02%,28.08%,5,0,1.05%,0.00%,$199.95,$0.00,5,0
B07HGFY8PX,B07HGJD95F,"Kasentex Cozy Soft 100% Cotton Stone-Washed All Season Decorative Throw Blanket Knitted with Fringes for Couch, Sofa, Bed, Wrap-Around, Indoor/Outdoor(Grey, 60x50in, Knitted Crosshatch Design)",244,0.01%,293,0.01%,96.25%,6,0,2.46%,0.00%,$184.96,$0.00,5,0
B0992LWXR7,B07HNS44RY,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Queen, Silver Cloud/Chocolate Brown",0,0.00%,0,0.00%,0.00%,5,0,0.00%,0.00%,$279.95,$0.00,5,0
B07HNSLKJQ,B07HNSLKJQ,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Queen, Quartz Silver/Pebble Grey",0,0.00%,0,0.00%,0.00%,5,0,0.00%,0.00%,$279.95,$0.00,5,0
B07L5JXC4R,B07J2QYFLP,"KASENTEX Luxury Knitted 100% Cotton Warm Quilted Throw Fall Blanket with Fringe for Bedroom Living Room Sofa Couch Chair Beds 50x60in, Brown",143,0.01%,181,0.01%,97.79%,5,0,3.50%,0.00%,$153.85,$0.00,5,0
B099FK99PS,B07L63BPPP,"Kasentex Luxurious Quilted Embroidery Patchwork Sham Pre-Washed 100% Machine Washable(Purple/Green, 26x20in, 2 Pieces)",330,0.01%,396,0.01%,96.72%,7,0,2.12%,0.00%,$349.93,$0.00,5,0
B099FQ9G3K,B07L8233QY,"KASENTEX Luxurious Patchwork Bedspread Embroidery Cushion 100% Cotton Pillow Machine Washable(Blue/Beige, 18x18in)",585,0.02%,741,0.02%,94.60%,7,0,1.20%,0.00%,$251.93,$0.00,5,0
B07N6SKFQJ,B07M9LLX3T,"KASENTEX Quilt Set with Stylish Small Diamond Stitch Design, Microfiber Soft and Plush Bedding with Sham(Dark Grey, Twin Size 90x68in + 1 Sham 26x20in)",240,0.01%,327,0.01%,97.25%,14,0,5.83%,0.00%,$650.77,$0.00,5,0
B07X57NFZB,B07QBVGPDR,"KASENTEX Ultra Soft Cooling100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Purple, Weighted Blanket 12 lb - 48x72)",156,0.01%,198,0.01%,94.95%,5,0,3.21%,0.00%,$353.66,$0.00,5,0
B07X1LC6MR,B07WZGNDF6,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties Queen Duvet Cover Set with Two Standard Shams, Beige",449,0.02%,552,0.02%,98.19%,5,0,1.11%,0.00%,$174.03,$0.00,5,0
B0992LWXR7,B07X1V173Y,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Rose/Beige, Twin Set)",0,0.00%,0,0.00%,0.00%,5,0,0.00%,0.00%,$229.95,$0.00,5,0
B07X1V1MDS,B07X1V1MDS,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Rose/Beige, Queen Set)",0,0.00%,0,0.00%,0.00%,5,0,0.00%,0.00%,$279.95,$0.00,5,0
B07X1LC6MR,B07X2L5873,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties King Duvet Cover Set with Two King Shams, Blue",796,0.03%,884,0.03%,97.74%,5,0,0.63%,0.00%,$179.95,$0.00,5,0
B07X57NFZB,B08263TZ79,"KASENTEX Ultra Soft Cooling 100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Weighted Blanket 15 lb - 60x80, Dark Grey)",146,0.01%,170,0.00%,94.12%,5,0,3.42%,0.00%,$399.95,$0.00,5,0
B0992LWXR7,B085NQQWHM,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (Yellow/Grey, Twin Set)",0,0.00%,0,0.00%,0.00%,6,0,0.00%,0.00%,$229.95,$0.00,5,0
B0992LWXR7,B085NQR1Z8,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (Yellow/Grey, King Set)",0,0.00%,0,0.00%,0.00%,5,0,0.00%,0.00%,$324.95,$0.00,5,0
B099FMGSKX,B088Y3VFPX,"KASENTEX 100% Cotton Sham Floral Patchwork Design, Soft & Machine Washable, Two Standard Shams 20x26, Boho-Royal Garden",549,0.02%,691,0.02%,97.83%,5,0,0.91%,0.00%,$179.95,$0.00,5,0
B08J5S85CT,B08J5FRYD1,"KASENTEX Luxurious and Contemporary Modal and Microfiber White Comforter with White Goose Down and Feather Fill, Duvet Insert with Premium Green Soft Piping, All Season, Queen Size",270,0.01%,301,0.01%,96.68%,6,0,2.22%,0.00%,$772.17,$0.00,5,0
B08J5FRVTP,B08J5NWFFS,"KASENTEX Down Duvet Insert Quilted White Comforter, Plush Cotton with Blue Piped Edge, White Goose Down and Feather Fill - 700 Fill Power 55oz, Machine Washable and Warm Bedding, Queen Size",689,0.03%,752,0.02%,97.47%,5,1,0.73%,0.15%,$841.05,$158.39,5,1
B08J5FRVTP,B08J5QFCJ7,"KASENTEX Contemporary Brushed Cotton and Microfiber Comforter - White Goose Down and Feather Fill, 700 Fill Power 35oz, Duvet Insert with Blue Silky Piping and Soft Touch, Twin/Twin XL",477,0.02%,529,0.02%,93.57%,6,0,1.26%,0.00%,$775.39,$0.00,5,0
B08L9MYD3M,B08L9MYD3M,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (White, Queen Set)",0,0.00%,0,0.00%,0.00%,5,0,0.00%,0.00%,$279.95,$0.00,5,0
B097YQXWHH,B094RCYHXC,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Blue Set of 2",58,0.00%,73,0.00%,72.60%,5,0,8.62%,0.00%,$128.95,$0.00,5,0
B09GS69M6P,B09DGSM641,"KASENTEX 2-Piece Zig Zag Quilt Set Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Grey, Twin Size","1,018",0.04%,"1,176",0.03%,95.49%,5,0,0.49%,0.00%,$205.95,$0.00,5,0
B09DR82N9L,B09DGSM641,"KASENTEX 2-Piece Zig Zag Quilt Set Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Grey, Twin Size",97,0.00%,108,0.00%,99.07%,6,0,6.19%,0.00%,$239.94,$0.00,5,0
B09GS69M6P,B09DHCFN3Q,"KASENTEX 2-Piece Zig Zag Quilt Set Bedding Set - Lightweight All Season Reversible Ultra Soft Bedspread, Blue, Twin Size",782,0.03%,884,0.03%,94.46%,5,0,0.64%,0.00%,$199.95,$0.00,5,0
B077TNR2CJ,B074399R7D,"KASENTEX Orthopedic Seat Pad Cushion Comfort Pillow for Back, Hemorrhoids, Prostate, Pregnancy, Post Natal Pain Relief - All Day Sitting Comfort On Chairs, Sofas and in The Car(Green, 18x18x3)",89,0.00%,103,0.00%,96.12%,4,0,4.49%,0.00%,$84.68,$0.00,4,0
B07L5HFCDZ,B07DQG6WBF,"KASENTEX Stone Washed Quilted Coverlet Set with Standard Shams, 100% Cotton Ultra Soft Bedspread, Traditional Country Chic Floral Embroidery Patterned, Queen + 2, Chambray Blue","4,326",0.16%,"5,989",0.17%,2.09%,4,0,0.09%,0.00%,$387.75,$0.00,4,0
B07L754TPW,B07DQKW7YD,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set-All Season Lightweight Ultra Soft Stone Washed Blanket-Heat-Pressed 2-Tone Reversible Color, Full/Queen + 2 Shams, Aqua Green/Fairest Jade","1,270",0.05%,"1,539",0.04%,46.78%,4,0,0.31%,0.00%,$204.71,$0.00,4,0
B07L754TPW,B07DQN3KVG,"KASENTEX Quilted Coverlet 3-pc Mini Bedding Set - All Season Lightweight Ultra Soft Stone Washed Blanket - Heat-Pressed 2-Tone Reversible Color, Full/Queen + 2 Shams, Sky Blue/Indigo Light",893,0.03%,"1,060",0.03%,34.53%,4,0,0.45%,0.00%,$186.64,$0.00,4,0
B07YZZZWCD,B07GL2T3WZ,"KASENTEX Quilted Coverlet Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Design, Twin + 1 Sham, Natural Bluestone Star",416,0.02%,511,0.01%,58.32%,4,0,0.96%,0.00%,$122.55,$0.00,4,0
B07Q646L5M,B07GLG5CJH,"KASENTEX Coverlet Quilt Set-Pre Washed-Luxury Microfiber Soft Warm Bedding-Solid Colors Bedspread-Contemporary Floral Design (Camel, Queen + 2 Shams)",250,0.01%,281,0.01%,96.44%,4,0,1.60%,0.00%,$159.96,$0.00,4,0
B08XN2H34P,B07GMHP8F4,"KASENTEX Quilted Fitted Pad-Mattress Protector Stretches Up to 21 Inches Deep, 300 TC Cotton Jacquard Fabric Front & Down Alternative Fill, Cozy and Ultra Soft –, King, White/ 18""-Heavy Weight",143,0.01%,164,0.00%,89.02%,4,0,2.80%,0.00%,$251.96,$0.00,4,0
B07H3B4DGM,B07H3B4DGM,"KASENTEX All Season Down Alternative Quilted Comforter Set with Sham(s) -Reversible Ultra Soft Duvet Insert Machine Washable, Twin, Turquoise Sea Green/Twilight Blue",0,0.00%,0,0.00%,0.00%,4,0,0.00%,0.00%,$183.96,$0.00,4,0
B07HGFY8PX,B07HGCTTFG,"Kasentex Cozy Soft 100% Cotton Stone-Washed All Season Decorative Throw Blanket Knitted with Fringes for Couch, Sofa, Bed, wrap-Around, Indoor/Outdoor(Silver, 60x50in, Knitted Weave Design)",197,0.01%,236,0.01%,90.25%,5,0,2.54%,0.00%,$153.20,$0.00,4,0
B07HNKPX65,B07HNKPX65,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, King, Silver Cloud/Chocolate Brown",0,0.00%,0,0.00%,0.00%,4,0,0.00%,0.00%,$259.96,$0.00,4,0
B0992LWXR7,B07HNKZRKP,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Twin, Quartz Silver/Pebble Grey",0,0.00%,0,0.00%,0.00%,4,0,0.00%,0.00%,$183.96,$0.00,4,0
B07HNS44RY,B07HNS44RY,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Queen, Silver Cloud/Chocolate Brown",0,0.00%,0,0.00%,0.00%,4,0,0.00%,0.00%,$223.96,$0.00,4,0
B07KX5NZ87,B07KX6CYLP,"KASENTEX Plush Fleece Thermal Blanket for Bed, Sofa or Couch Fuzzy Warm Throw with Ultimate Moisture Absorbent and Anti-Static Quality for All Season, 60x80 Throw, Warm Beige",196,0.01%,234,0.01%,94.02%,4,0,2.04%,0.00%,$125.96,$0.00,4,0
B07HHZGH13,B07L62W2JQ,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize Twin(Purple/Green, 80x110in)",714,0.03%,926,0.03%,96.98%,4,0,0.56%,0.00%,$424.17,$0.00,4,0
B07HHZGH13,B07L62YLZB,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize Full(Blue/Beige, 96x110in)","2,261",0.08%,"2,705",0.08%,94.64%,4,0,0.18%,0.00%,$450.19,$0.00,4,0
B07HHZGH13,B07L8233QY,"KASENTEX Luxurious Patchwork Bedspread Embroidery Cushion 100% Cotton Pillow Machine Washable(Blue/Beige, 18x18in)",204,0.01%,399,0.01%,97.49%,5,0,2.45%,0.00%,$189.85,$0.00,4,0
B099FQ9G3K,B07L8345QP,"KASENTEX Luxurious Patchwork Bedspread Embroidery Cushion 100% Cotton Pillow Machine Washable(Purple/Green, 18x18in)",330,0.01%,389,0.01%,96.14%,4,0,1.21%,0.00%,$159.96,$0.00,4,0
B07HHZGH13,B07L8345QP,"KASENTEX Luxurious Patchwork Bedspread Embroidery Cushion 100% Cotton Pillow Machine Washable(Purple/Green, 18x18in)",172,0.01%,341,0.01%,94.13%,4,0,2.33%,0.00%,$169.46,$0.00,4,0
B07X2ZDLV9,B07MDDLRXP,"KASENTEX Luxury 3 Piece Quilt Set - Contemporary Oversized Bedding with Lavish Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Light Blue, King + 2 King Shams 112x106+20x36 x2)",233,0.01%,297,0.01%,99.33%,4,0,1.72%,0.00%,$385.15,$0.00,4,0
B07X2ZDLV9,B07MGZ98J1,"KASENTEX 3 Piece Quilt Set - Contemporary Oversized Bedding with Country-Chic Floral Printed Design, 100% Cotton Soft & Warm Reversible Bedspread (Yellow, Twin + 2 Shams 80x106+20x26 x2)",660,0.02%,836,0.02%,98.44%,4,0,0.61%,0.00%,$305.31,$0.00,4,0
B07ZRCPVZL,B07MKDKBNZ,"KASENTEX Quilt Set with Contemporary Grid Abstract Pattern Design, Cationic Polyester Fabric Soft & Warm Bedding with Sham(s) (Silver Grey, King + 2 King Shams)",438,0.02%,513,0.01%,98.83%,4,0,0.91%,0.00%,$259.96,$0.00,4,0
B07N6SKFQJ,B07MN2VGRW,"KASENTEX Luxury Reversible Quilt Set with Contemporary Horizontal Chevron Design, Microfiber Soft Bedding with Shams(Grey, Queen Size 90x90in + 2 Shams 26x20in)",552,0.02%,693,0.02%,96.83%,4,0,0.72%,0.00%,$235.47,$0.00,4,0
B07X57NFZB,B07Q62L6F6,"KASENTEX Ultra Soft Cooling100% Cotton Weighted Blanket Contemporary Design Quilted Bedspread (Purple, Weighted Blanket 15 lb - 48x72)",113,0.00%,134,0.00%,97.01%,4,0,3.54%,0.00%,$308.52,$0.00,4,0
B07X1LC6MR,B07X1LCYJ6,"KASENTEX Bedding Duvet Cover 100% Washed Microfiber Ultra Soft Hotel Luxury Comforter Cover in Solid Colors with Zipper Close & Corner Ties King Duvet Cover Set with Two King Shams, Light Green",292,0.01%,348,0.01%,98.56%,4,0,1.37%,0.00%,$146.39,$0.00,4,0
B0992LWXR7,B07X4YSVY6,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Rose/Beige, King Set)",0,0.00%,0,0.00%,0.00%,4,0,0.00%,0.00%,$259.96,$0.00,4,0
B085NQQWHM,B085NQQWHM,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (Yellow/Grey, Twin Set)",0,0.00%,0,0.00%,0.00%,4,0,0.00%,0.00%,$183.96,$0.00,4,0
B08J5S85CT,B08J5GXJDR,"KASENTEX Luxurious and Contemporary Modal and Microfiber White Comforter with White Goose Down and Feather Fill, Duvet Insert with Premium Green Soft Piping, All Season, King Size",272,0.01%,298,0.01%,84.56%,4,0,1.47%,0.00%,$531.96,$0.00,4,0
B08J5S85CT,B08J5JM9YB,"KASENTEX Luxurious and Contemporary Modal and Microfiber White Comforter with White Goose Down and Feather Fill, Duvet Insert with Premium Green Soft Piping, All Season, Twin/Twin XL Size",347,0.01%,402,0.01%,71.89%,4,0,1.15%,0.00%,$437.21,$0.00,4,0
B08J5J7HT9,B08J5P7Y53,"KASENTEX Warm Premium White Goose Down Comforter with Contemporary Black Piped Edge, 100% Cotton Fabric, 54oz, 750 Fill Power, Duvet Insert, White, King Size",235,0.01%,284,0.01%,95.77%,4,0,1.70%,0.00%,$957.42,$0.00,4,0
B08J5J7HT9,B08J5SLSZ7,"KASENTEX Warm Premium White Goose Down Comforter with Contemporary Black Piped Edge, 100% Cotton Fabric, 46oz, 750 Fill Power, Duvet Insert, White,Full/Queen Size",227,0.01%,269,0.01%,94.80%,4,0,1.76%,0.00%,$852.38,$0.00,4,0
B097YQXWHH,B094RDZK5X,"KASENTEX Indoor/Outdoor Mesh Mat Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Blue Set of 4",62,0.00%,74,0.00%,91.89%,4,1,6.45%,1.61%,$167.54,$41.57,4,1
B094Q2V7ZV,B096N4ZYLF, ,0,0.00%,0,0.00%,0.00%,4,0,0.00%,0.00%,$143.96,$0.00,4,0
B094RDSQBD,B097CHNFT5,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Grey Set of 6",0,0.00%,0,0.00%,0.00%,5,0,0.00%,0.00%,$279.95,$0.00,4,0
B097YQXWHH,B097CHSYSG,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Green Set of 6",42,0.00%,46,0.00%,91.30%,4,0,9.52%,0.00%,$223.96,$0.00,4,0
B097YQXWHH,B09881MG2B,"KASENTEX Indoor/Outdoor Chair Cushion with Ties, Lightweight Water Resistant Seat Pad for Indoors, Outdoors, Patio, and Home: 16x16in, Grey Set of 2",26,0.00%,31,0.00%,83.87%,5,0,19.23%,0.00%,$129.95,$0.00,4,0
